SNR_dB,MSE_VA,MSE_MIMO,MSE_ILS,CRB_VA,CRB_MIMO
0.0,0.7132785672928263,0.6643109726107964,1.3349994217900718,0.08333333333333333,0.04861111111111111
2.7777777777777777,0.8874214618298395,0.6868977807551695,1.6690581464884608,0.057555898283797265,0.03357427399888174
5.555555555555555,0.7839343482098802,0.41573539086496675,1.5395135774608124,0.03628067633214191,0.021163727860416114
8.333333333333332,0.29069166698529963,0.1719088635681004,1.181720119437085,0.021332184629446468,0.012443774367177108
11.11111111111111,0.14806695608247467,0.11627325821756727,0.7519101941417712,0.011977054851641532,0.006986615330124228
13.88888888888889,0.08094347197052806,0.04250443041560566,0.3324552799087867,0.006539956970660217,0.0038149748995517934
16.666666666666664,0.06437245391629699,0.04059522164993499,0.32128945564578865,0.003514996186197733,0.0020504144419486777
19.444444444444443,0.02871588540019916,0.019047200292861576,0.1709183099892751,0.0018728221671768925,0.001092479597519854
22.22222222222222,0.013655514133699182,0.011110561217305089,0.06348593634144364,0.0009931864210278663,0.0005793587455995887
25.0,0.006831683775422832,0.002839975393056521,0.035983031068529125,0.0005253848638767019,0.00030647450392807613
